squirrel_id,sex,year,observer,cohort,grid,trialnumber,trialdate,taglft,tagrt,colours,walk,jump,hole,hang,chew,groom,still,oft_duration,front,back,attack,attacklatency,approachlatency,mis_duration,collar,comments,litter_id,fieldBDate,litter_size,n1_date,n1_weight,n2_date,n2_weight,dam_id,part,julian_trialdate
25391,M,2021,DH,2021,BT,1,2021-08-23,M7543,M7544,O*/Y*,1.749,2,0,446.746,84.768,0,166.093,450,98.083,186.093,3,80.082,0.753,300,NA,NA,9825,2021-06-16,2,168,11.8,NA,55.6,22028,167,235
11180,F,2005,AKB,2005,AG,1,2005-05-31,64459,49569,NA,95.076,19,27,39.438,3.555,5.175,45.495,NA,181.14,39.87,12,106.5,6.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151
11180,F,2005,AKB,2005,AG,2,2005-07-17,64459,49569,NA,90.63,7,24.98,13.473,62.82,17.055,32.94,NA,28.14,31.95,0,300,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198
12215,M,2012,ADK,2012,KL,2,2012-07-10,67798,67797,W/Y*,142.73,15,6,93.2,56.85,21.63,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192
12215,M,2012,ADK,2012,KL,3,2012-07-15,67798,67797,W/Y*,135.57,36,0,150.3,102.02,20.22,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197
13235,M,2012,ADK,2012,SU,2,2012-07-21,H1493,H1494,P!/G!,159.41,62,2,202.75,16.41,32.73,0,NA,0,0,0,300,300,NA,NA,this video is missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,203
23256,F,2017,ARM,2017,SU,1,2017-07-25,M0964,M2348,R*/B,116.386,25,5,156.687,13.651,37.463,192.644,NA,0,299.873,0,188.823,188.823,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
23580,M,2018,ARM,2018,KL,1,2018-06-16,F9322,F9323,R*/W*,160.922,37,2,187.856,26.699,25.327,152.101,450,193.924,89.423,12,1.568,0.034,300,Y,NA,8752,NA,3,126,28.6,2018-05-22,59.1,20628,115,167
23586,M,2018,ARM,2018,KL,1,2018-05-30,M5598,M5599,O*/B*,142.733,47,0,241.523,38.255,7.074,70.086,450,0,300,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),8951,NA,3,127,35.8,2018-05-12,45.8,22495,113,150
23655,F,2018,VAU,2018,BT,1,2018-07-14,F9633,F9776,O*/W*,32.189,2,9,298.214,0,13.946,118.385,450,187.286,109.176,3,74.808,32.099,300,NA,"Squirrel not visible in ""hang"" for part of trial",8811,NA,4,135,19.5,2018-06-11,43.3,21967,129,195
23679,F,2018,VAU,2018,JO,1,2018-08-06,F9626,F9627,R*/Y,173.619,32,6,76.742,162.83,5.505,24.659,450,263.998,27.961,52,0.968,0.301,300,NA,"Squirrel not visible in ""hang"" for part of trial",8687,NA,1,139,13.2,2018-06-11,43.5,13427,136,218
23683,F,2018,VAU,2018,JO,1,2018-07-25,F9144,F9145,Y*/O,159.231,15,11,48.582,32.901,22.722,200.457,450,72.606,220.586,0,300,43.143,300,NA,"Squirrel not visible in ""hang"" for part of trial",8759,NA,2,140,29.5,2018-06-05,57.8,20751,129,206
23686,NA,2018,VAU,2018,JO,2,2018-08-04,F9180,F9181,B*/R*,133.519,16,16,99.765,174.036,10.845,42.771,450,140.559,154.269,8,50.483,42.976,300,NA,"Squirrel not visible in ""hang"" for part of trial",8802,NA,3,NA,64.3,2018-05-21,64.3,21895,NA,216
23689,M,2018,ARM,2018,KL,1,2018-07-11,F9421,F9422,R/O*,99.357,27,0,267.485,60.73,12.179,133.455,450,289.222,4.004,3,49.65,0.1,300,Y,NA,8945,NA,3,142,26.6,2018-06-12,76.7,21075,132,192
23788,F,2018,VAU,2018,BT,1,2018-07-11,F9441,F9440,W*/W*,91.57,5,2,0,0,13.313,354.721,450,298.932,1,0,300,300,300,NA,"Squirrel not visible in ""hang"" for part of trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,192
23797,M,2018,VAU,2018,JO,1,2018-08-06,M5981,-,O*/-,127.341,20,10,124.19,155.904,19.019,82.015,450,185.852,83.518,29,70.203,0.266,300,NA,"Squirrel not visible in ""hang"" for part of trial",NA,NA,NA,NA,NA,NA,NA,NA,NA,218
23856,F,2019,PLK,2019,RR,1,2019-08-14,M4289,M4290,P/R,109.292,16,11,71.016,140.684,17.553,123.649,450,154.643,95.85,19,44.043,1.749,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226
23889,F,2019,PLK,2019,JO,1,2019-08-21,F9567,F9568,Y/Y,77.043,24,2,318.655,45.263,4.749,209.263,450,0,298.249,0,300,300,300,NA,"guessed tags from db info, info not in video, no approach/attack, latency set to max",NA,NA,NA,NA,NA,NA,NA,NA,NA,233
23894,F,2019,PLK,2019,SUX,1,2019-08-06,-,M6037,-/R,105.08,4,8,130.857,25.004,19.499,270.127,450,54.304,41.042,15,1.753,1.25,289.785,NA,MIS was only 289.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
23903,F,2019,PLK,2019,SUX,1,2019-08-06,F9856,F9857,O/Y,234.726,29,24,102.529,100.114,15.759,51.566,450,281.542,1,2,0.5,0.5,298.894,NA,MIS just under 300,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
23906,M,2019,PLK,2019,KL,1,2019-09-15,M5828,M5829,R!/R!,383.584,12,1,8.999,313.029,3.753,5.499,450,292.741,3.257,2,2.251,1.5,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258
23931,F,2019,PLK,2019,RR,1,2019-08-20,M5805,M5806,Y/B,89.097,19,8,316.222,182.612,16.006,66.112,450,0,298.499,0,300,300,300,NA,"squirrel did not see self in mirror, latencies set to max",NA,NA,NA,NA,NA,NA,NA,NA,NA,232
24287,F,2019,PLK,2019,JO,1,2019-09-22,F9809,F9810,W*/G*,123.985,64,7,269.761,199.438,4.25,16.443,450,78.061,170.21,13,0.501,0.251,300,NA,NA,9315,NA,4,181,25.9,2019-07-11,35.2,19729,170,265
24333,F,2019,PLK,2019,JO,1,2019-09-17,F9830,F9832,R*/G*,0.25,2,0,448.999,19.251,0,195.718,450,300.000,0,0,300.000,300.000,300,NA,"squirrel did not see itself at all, both latencies set to max (300)",9258,NA,4,NA,NA,2019-07-11,29.7,23922,NA,260
24360,F,2019,PLK,2019,JO,1,2019-08-18,F9845,F9846,B°/R°,113.691,14,8,229.939,160.880,28.777,56.031,450,292.750,7.000,0,300,1.250,300,NA,"no attack, latency set to max (300)",9106,NA,5,NA,NA,2019-07-16,41.6,21029,NA,230
24594,F,2019,PLK,2019,RR,1,2019-09-05,M5028,M5033,P/P,94.584,33,11,132.866,266.124,4,8.948,450,273.46,10.027,1,58.059,1.502,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248
24676,F,2019,PLK,2019,JO,1,2019-09-23,F9972,F9973,Y!/P!,257.501,44,34,134.381,117.992,20.999,12.245,450,183.129,63.342,14,28.529,1.000,300,NA,NA,9394,NA,6,241,14.7,2019-09-19,43.6,21046,235,266
24680,M,2019,PLK,2019,JO,1,2019-09-22,S0955,S0956,W!/O!,187.356,49,13,237.823,136.372,7.702,35.005,450,225.179,65.552,21,1.118,0.618,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265
24729,M,2019,DH,2019,JO,1,2019-09-13,M6624,M6625,Bk/P,134.063,64,8,273.472,114.308,2.250,16.001,450,221.623,34.007,17,1.252,0.249,300,NA,tag colors different on db than on videos,NA,NA,NA,NA,NA,NA,NA,NA,NA,256
24730,M,2019,DH,2019,JO,1,2019-09-24,M6622,M6623,B!/G!,16.080,9,4,281.245,34.017,3.000,377.328,450,167.385,104.785,39,1.001,0.751,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267
24745,M,2019,DH,2019,JO,1,2019-09-13,F9839,F9840,O*/B*,30.553,9,2,99.857,55.767,22.519,305.037,450,300,0,0,300,2.749,300,NA,"no attack, latency set to max",NA,NA,NA,NA,NA,NA,NA,NA,NA,256
24753,M,2019,DH,2019,JO,1,2019-08-12,F9738,F9739,B!/O!,86.306,58,5,333.809,159.807,15.002,35.251,450,29.503,262.234,11,184.936,171.424,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224
24809,M,2019,DH,2019,BT,1,2019-10-05,F9744,F9746,P!/W!,125.516,58,3,241.31,173.302,9.253,22.002,450,4.751,293.75,0,300,20.026,300,NA,"it says hormone challenge on the db?; no attack, attack latency set to max (300)",NA,NA,NA,NA,NA,NA,NA,NA,NA,278
24830,F,2019,DH,2019,BT,1,2019-09-04,M6238,M6239,O*/O*,87.270,36,4,333.382,253.289,9.006,32.519,450,5.757,289.638,3,1.503,0.500,297.942,NA,"MIS short, 297.942",NA,NA,NA,NA,NA,NA,NA,NA,NA,247
24859,F,2020,DH,2020,SU,1,2020-05-28,M6451,M6474,R/W,194.392,24,12,72.516,153.659,9.257,29.74,450,135.349,144.832,40,28.776,0.75,300,NA,NA,9693,NA,4,84,21.6,2020-04-18,79.4,23877,77,149
24860,M,2020,DH,2020,SU,1,2020-05-30,M6455,M6456,R!/Bk!,164.895,16,8,123.303,47.024,88.67,114,450,109.963,180.252,62,212.963,171.249,300,NA,NA,9693,NA,4,84,24,2020-04-18,81.9,23877,76,151
24869,F,2020,DH,2020,SU,1,2020-05-30,M6995,M6935,O/B,161.586,67,7,258.722,55.287,11.256,83,450,0.498,298.999,0,300,300,300,NA,NA,9694,NA,3,89,20.1,2020-04-22,68.2,23672,83,151
24883,M,2020,DH,2020,SU,1,2020-06-14,M6997,M6993,R!/Y!,70.042,3,2,179.139,134.038,51.287,100.279,419.641,271.971,24.025,56,1.501,1.25,300,NA,NA,9762,NA,3,96,19.1,2020-04-27,64.8,24804,90,166
24885,F,2020,DH,2020,SU,1,2020-06-12,M6987,M6949,B/Y,144.815,66,4,246.164,97.053,12.504,36.757,435.435,3.251,294.995,0,300,300,300,NA,NA,9762,NA,3,96,18.5,2020-04-27,65.8,24804,91,164
24902,M,2020,DH,2020,KL,1,2020-06-17,M7009,M7010,P!/G!,132.851,44,3,185.446,152.802,5,5,450,87.99,175.654,0,300,300,300,NA,NA,9704,NA,3,104,12.6,2020-05-04,55.9,24709,100,169
24904,M,2020,DH,2020,KL,1,2020-06-24,M7005,M7006,O!/B!,169.161,16,9,46.818,165.346,4.001,63.287,450,261.98,30.02,8,1.254,0.504,300,NA,NA,9704,NA,3,104,10.9,2020-05-04,49.3,24709,101,176
24926,M,2020,DH,2020,JO,1,2020-06-08,M6720,M6723,B!/R!,39.019,32,5,339.542,93.333,5.5,28.771,450,248.757,41.991,5,65.075,64.825,300,NA,NA,9765,NA,3,106,36.8,2020-04-27,62.1,24360,90,160
24927,F,2020,DH,2020,JO,1,2020-06-12,M6721,M6722,R/G,129.662,48,8,205.878,72.761,11.501,5.505,450,253.55,29.625,40,22.256,6.506,300,NA,NA,9765,NA,3,106,36.1,2020-04-27,60.5,24360,91,164
24936,F,2020,DH,2020,SU,1,2020-06-24,J3228,J3227,Y/Y,212.488,50,7,100.808,61.054,5.002,43.772,402.374,268.747,1.75,3,146.002,5.501,300,NA,NA,9767,NA,2,107,18.9,2020-05-04,46,24673,101,176
24940,F,2020,DH,2020,KL,1,2020-06-15,M7060,M7495,B/B,98.084,8,9,53.045,15.756,71.81,227.011,450,0,300,0,300,300,300,NA,NA,9724,NA,4,107,36.5,2020-04-29,62,23054,92,167
24942,M,2020,DH,2020,KL,1,2020-07-06,M7493,M7492,O!/W!,185.876,20,10,58.275,166.934,14.249,12.247,450,66.284,210.456,1,103.546,14.015,300,NA,NA,9724,NA,4,107,32.6,2020-04-29,57.8,23054,93,188
24984,M,2020,DH,2020,JO,1,2020-06-24,M6751,M6752,P!/Y!,82.287,57,7,206.418,21.498,11.285,21.272,450,293.751,5.748,3,71.021,0.5,300,NA,NA,9758,NA,4,111,27.7,2020-05-05,62.4,24356,100,176
24985,F,2020,DH,2020,JO,1,2020-07-01,M6753,M6754,O/R,195.128,34,8,143.046,40.002,16.751,4.501,449.168,147.55,130.955,2,234.359,35.752,300,NA,NA,9758,NA,4,111,26.9,2020-05-05,62.5,24356,100,183
25006,M,2020,DH,2020,JO,1,2020-07-07,M6772,-,G/-,165.709,46,7,170.786,83.039,20.503,2.751,450,140.123,152.073,5,186.656,94.095,300,NA,NA,9774,NA,3,118,10.7,2020-05-20,48.7,23787,115,189
25008,F,2020,DH,2020,JO,1,2020-07-06,M6774,M6775,O/W,113.858,16,3,212.367,94.777,54.874,45.268,450,0,0,0,300,300,300,NA,NA,9774,NA,3,118,10.7,2020-05-20,36.8,23787,115,188
25020,M,2020,DH,2020,JO,1,2020-06-08,M6707,M6708,W!/R!,108.091,50,10,216.8,27.586,14.5,17.999,450,205.225,70.509,41,3.752,0.251,300,NA,NA,9775,NA,5,NA,NA,2020-04-29,35.2,25016,NA,160
25022,F,2020,DH,2020,JO,1,2020-06-14,M6713,M6714,Y/B,42.613,26,7,316.303,61.757,23.513,143.989,450,299.749,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),9775,NA,5,NA,NA,2020-04-29,33.6,25016,NA,166
25051,F,2020,DH,2020,JO,1,2020-07-02,M7896,M6750,B/Bk,0,0,0,450,4.501,0,423.129,450,2,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),9780,NA,4,126,22.7,2020-05-24,56.2,20601,117,184
25067,F,2020,DH,2020,JO,1,2020-06-14,M6759,M6760,G/Y,137.345,13,7,243.053,115.65,13.256,0,450,233.194,60.046,2,23.249,18.5,300,NA,NA,9783,NA,4,NA,NA,2020-05-11,76.2,25054,NA,166
25070,M,2020,DH,2020,JO,1,2020-06-22,M6765,M6766,R!/P!,82.044,32,5,325.848,27.271,9.751,153.009,450,299.748,0,0,300,300,300,NA,NA,9783,NA,4,NA,NA,2020-05-11,74.8,25054,NA,174
25113,M,2020,DH,2020,BT,1,2020-06-30,M6795,M6796,R!/Bk!,113.682,45,7,163.285,157.989,5.751,16.5,450,0.511,271.613,0,300,300,300,NA,NA,9815,NA,4,NA,NA,2020-05-24,64.2,25102,NA,182
25285,M,2021,DH,2021,BT,1,2021-08-01,M7980,M7981,R*/R*,2.999,1,0,0,0,15.001,426.994,450,218.23,61.476,19,4.251,1.506,300,NA,NA,9871,NA,3,131,9.5,2021-06-05,45.3,25102,130,213
25286,F,2021,DH,2021,BT,1,2021-07-21,M7984,M7985,W*/W*,46.312,18,7,326.221,64.794,16.509,175.517,450,240.938,11.019,0,252.213,82.602,252.213,NA,NA,9871,NA,3,131,9.4,2021-06-05,41.6,25102,130,202
25287,M,2021,DH,2021,BT,1,2021-08-01,M7982,M7983,Y*/Y*,53.595,15,3,310.747,9.501,10.5,123.503,450,118.394,49.762,9,1.749,0.75,300,NA,NA,9871,NA,3,131,10.2,2021-06-05,50.4,25102,130,213
25287,M,2021,DH,2021,BT,2,2021-08-29,M7982,M7983,Y*/Y*,71.287,18,0,52.168,20.497,25.001,181.794,450,149.229,97.498,14,134.153,11.251,300,NA,Trial #2 for this squirrel,9871,NA,3,131,10.2,2021-06-05,50.4,25102,130,241
25314,F,2021,DH,2021,JO,1,2021-06-27,M7622,M7623,W*/W*,113.618,16,6,129.845,76.267,18.515,133.24,435.906,299.747,0.25,0,300,12.502,300,NA,NA,9878,NA,2,NA,NA,2021-05-17,71,25204,NA,178
25323,M,2021,DH,2021,JO,1,2021-07-20,M7562,M7563,G*/B*,22.528,13,5,175.436,50.257,8.251,285.044,450,50.054,236.015,4,176.409,158.656,297.824,NA,NA,9881,NA,3,137,34.3,2021-05-27,48.1,25216,124,201
25324,F,2021,DH,2021,JO,1,2021-07-19,M7519,M7520,R*/B*,160.824,35,9,226.83,119.135,19.754,31.494,450,124.201,125.506,27,50.305,23.759,300,NA,NA,9881,NA,3,137,34.2,2021-05-27,48.7,25216,124,200
